source: TNG.000
markers: 62270
clusters: 31475
0x53EA-0x5450 primary_chain BX*Hd|BX91|BXA0|BXI1
0x64B2-0x6515 primary_chain_no4 BX*Hd|BX91|BXA0|BXU
0x8F74-0x8FDC primary_chain_no4 BX*Hd|BX91|BXA0|BXQ
0xC8F0-0xC95C primary_chain_no4 BX*Hd|BX91|BXA0|BXT
0x11F02-0x11F4B variant_chain BX91|BXBa|BX{
0x12E22-0x12E78 variant_chain BX91|BXBa|BX{
0x1583E-0x158A7 primary_chain BX*Hd|BX91|BXA0|BXI1
0x1679F-0x16808 primary_chain BX*Hd|BX91|BXA0|BXI1
0x19287-0x192F8 primary_chain BX*Hd|BX91|BXA0|BXI1
0x1CC83-0x1CCCB primary_chain_no4 BX*Hd|BX91|BXA0
0x226F7-0x2271F mixed BX91|BX{
0x27364-0x27369 mixed BX91
0x29E08-0x29E0D mixed BX91
0x3619D-0x361A2 mixed BX91
0x39536-0x3953B mixed BX91
0x3CB28-0x3CB2D mixed BX91
0x49661-0x49666 mixed BX91
0x4BCA8-0x4BCAD mixed BXQ
0x54336-0x5435B mixed BX91|BXA0
0x54F9E-0x54FBF mixed BX91|BXA0
0x57461-0x57486 mixed BX91|BXA0
0x5A741-0x5A76D mixed BXA0|BXU
0x5FFA3-0x5FFA8 mixed BX{
0x60CEE-0x60CF3 mixed BX{
0x63134-0x63188 mixed BX91|BXA0|BXI1
0x66251-0x662AE mixed BX91|BXI1
0x66F72-0x66FCB mixed BX91|BXI1
0x69384-0x69389 mixed BX91
0x6E9EC-0x6E9F1 mixed BXU
0x71697-0x716D6 primary_chain_no4 BX*Hd|BX91|BXA0
0x742D6-0x74349 primary_chain_no4 BX*Hd|BX91|BXA0|BXU
0x76F6D-0x76FB4 primary_chain_no4 BX*Hd|BX91|BXA0
0x7C552-0x7C557 mixed BX{
0x7D152-0x7D157 mixed BX{
0x7F249-0x7F26D mixed BX91|BXA0
0x8206E-0x820C6 mixed BX91|BXA0|BXI1
0x851F5-0x85220 mixed BX91|BXA0
0x8DD84-0x8DD89 mixed BX91
0x91456-0x9147A mixed BX91|BXBa
0x952ED-0x95310 mixed BX91|BXA0
0x9EECD-0x9EEF7 mixed BXA0|BXI1
0xA293D-0xA2984 primary_chain_no4 BX*Hd|BX91|BXA0
0xA3A69-0xA3AD7 primary_chain BX*Hd|BX91|BXA0|BXI1
0xA68CC-0xA6912 primary_chain_no4 BX*Hd|BX91|BXA0
0xA797B-0xA79EB primary_chain BX*Hd|BX91|BXA0|BXI1
0xACC1D-0xACC22 mixed BX{
0xADDE6-0xADDEB mixed BX{
0xB0CF5-0xB0D38 primary_chain_no4 BX*Hd|BX91|BXA0
0xB1E37-0xB1E7A primary_chain_no4 BX*Hd|BX91|BXA0
0xB4F72-0xB4FB9 mixed BX91|BXA0|BXU
0xB92DA-0xB92FE mixed BX91|BXA0
0xBF8B1-0xBF8B6 mixed BX{
0xC369A-0xC36C4 mixed BXA0|BXI1
0xC4717-0xC471C mixed BX91
0xC72F3-0xC733B mixed BX*Hd|BXBa
0xCB1C8-0xCB20F mixed BX*Hd|BX91|BXU
0xCC284-0xCC289 mixed BXA0
0xD4B1A-0xD4B1F mixed BX91
0xD8309-0xD830E mixed BXU
0xDBAD3-0xDBB1B mixed BX91|BXI1|BXT
0xE1875-0xE187A mixed BX{
0xE4EBA-0xE4EBF mixed BX*Hd
0xEC0EC-0xEC0F1 mixed BXA0
0xF58FD-0xF594B mixed BX91|BXA0|BXI1
0xF9758-0xF978E mixed BXA0|BXI1
0xFD4D9-0xFD501 mixed BX91|BXA0
0x1035AC-0x1035B1 mixed BXA0
0x1076D6-0x10772E mixed BX91|BXA0|BXI1
0x10B98A-0x10B9DD mixed BX91|BXI1
0x10FBBB-0x10FC13 mixed BX91|BXI1
0x11633C-0x116371 mixed BXBa|BX{
0x11A635-0x11A690 mixed BX91|BXA0|BXI1
0x11E5B3-0x11E616 mixed BX91|BXA0|BXI1
0x1225DF-0x12263C mixed BX91|BXA0|BXI1
0x128B5D-0x128B62 mixed BX{
0x12C7B4-0x12C7B9 mixed BX91
0x1304F1-0x1304F6 mixed BX91
0x13166B-0x131670 mixed BXQ
0x134389-0x13438E mixed BX91
0x1354A2-0x1354A7 mixed BXT
0x13E292-0x13E297 mixed BXA0
0x13F33C-0x13F341 mixed BX91
0x1422AA-0x1422AF mixed BX91
0x143499-0x14349E mixed BXBa
0x1462CC-0x1462F7 mixed BX91|BXA0
0x15027D-0x1502D1 mixed BX91|BXA0|BXI1
0x15464F-0x154677 mixed BX91|BXA0
0x155B6F-0x155B9C mixed BX91|BXA0
0x159179-0x1591A7 mixed BX91|BXA0
0x15FC6E-0x15FC9E mixed BXU|BX{
0x164421-0x16447E mixed BX91|BXA0|BXI1
0x16578F-0x165794 mixed BXQ
0x168A83-0x168AE8 mixed BX91|BXBa|BXQ
0x169D0C-0x169D42 mixed BXBa|BXQ
0x16D0CF-0x16D12F mixed BX91|BXQ
0x173821-0x173826 mixed BX{
0x177A3B-0x177A61 mixed BX*Hd|BX91
0x17BC34-0x17BC5B mixed BX*Hd|BX91
0x17FC97-0x17FCE5 mixed BX*Hd|BXQ|BXQ
0x180D98-0x180D9D mixed BX91
0x18A0B0-0x18A0B5 mixed BX91
0x18B1F0-0x18B1F5 mixed BXQ
0x18E06E-0x18E097 mixed BX91|BXBa
0x192045-0x19204A mixed BXA0
0x19C63C-0x19C641 mixed BX91
0x19D770-0x19D775 mixed BX*Hd
0x1A0447-0x1A046D mixed BX*Hd|BX91
0x1A1550-0x1A1555 mixed BXBa
0x1A3FC7-0x1A4031 mixed BX*Hd|BX91|BXBa|BXQ
0x1ADF17-0x1ADF69 mixed BX91|BXI1
0x1B083C-0x1B08B5 primary_chain BX*Hd|BX91|BXA0|BXI1
0x1B166F-0x1B1674 mixed BXU
0x1B3E96-0x1B3EC3 mixed BX91|BXA0
0x1B99AA-0x1B9A01 mixed BX91|BXA0|BX{
0x1BCFB2-0x1BCFB7 mixed BX91
0x1BDDAD-0x1BDDB2 mixed BX*Hd
0x1C067F-0x1C06AA mixed BX91|BXA0
0x1C3EFE-0x1C3F28 mixed BX91|BXA0
0x1C9AE4-0x1C9B59 mixed BX91|BX{
0x1CCF55-0x1CCFB7 mixed BX91|BXA0|BXI1
0x1D01E6-0x1D0248 mixed BX91|BXI1
0x1D8BDD-0x1D8C49 mixed BX91|BXA0|BX{
0x1DBC6A-0x1DBC6F mixed BXI1
0x1DC931-0x1DC98B mixed BX91|BXA0|BXI1
0x1DED24-0x1DED89 mixed BX91|BXA0|BXI1
0x1E1FD3-0x1E2030 mixed BX91|BXA0|BXI1
0x1E79BB-0x1E79C0 mixed BXBa
0x1E8819-0x1E881E mixed BXBa
